title,speaker,initial speech,initial sentiment,initial POLARITY
The Tempest,[PROSPERO],"Now my charms are all o'erthrown, And what strength I have's mine own, Which is most faint: now, 'tis true, I must be here confined by you, Or sent to Naples. Let me not, Since I have my dukedom got And pardon'd the deceiver, dwell In this bare island by your spell; But release me from my bands With the help of your good hands: Gentle breath of yours my sails Must fill, or else my project fails, Which was to please. Now I want Spirits to enforce, art to enchant, And my ending is despair, Unless I be relieved by prayer, Which pierces so that it assaults Mercy itself and frees all faults. As you from crimes would pardon'd be, Let your indulgence set me free.","[-0.234       0.246       0.          0.          0.          0.999
  0.          0.          0.          0.          0.          0.659
  0.          0.          0.          0.          0.         -0.10983333
  0.          0.          0.          0.          0.         -0.955
  0.          0.91325    -0.629       0.659      -0.947      -0.868
  0.          0.          0.          0.         -0.3904      0.
  0.          0.          0.          0.          0.          0.
  0.917       0.          0.          0.          0.          0.
 -0.249       0.          0.          0.          0.          0.659
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.22        0.        ]",0.17154285714285714
The Two Gentlemen of Verona,VALENTINE,"Cease to persuade, my loving Proteus: Home-keeping youth have ever homely wits. Were't not affection chains thy tender days To the sweet glances of thy honour'd love, I rather would entreat thy company To see the wonders of the world abroad, Than, living dully sluggardized at home, Wear out thy youth with shapeless idleness. But since thou lovest, love still and thrive therein, Even as I would when I to love begin.","[ 0.          0.          0.          0.          0.          0.999
  0.          0.          0.          0.         -0.762       0.659
  0.          0.          0.          0.          0.         -0.1445
  0.          0.          0.          0.          0.          0.
  0.          0.91485714 -0.532       0.659      -0.973       0.
  0.          0.          0.          0.         -0.325       0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.61
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]",0.4541304347826087
The Two Gentlemen of Verona,PROTEUS,"Wilt thou be gone? Sweet Valentine, adieu! Think on thy Proteus, when thou haply seest Some rare note-worthy object in thy travel: Wish me partaker in thy happiness When thou dost meet good hap; and in thy danger, If ever danger do environ thee, Commend thy grievance to my holy prayers, For I will be thy beadsman, Valentine.","[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.786       0.          0.658
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.9546      0.          0.659      -0.867       0.
 -0.659       0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.605
  0.989       0.         -0.89366667  0.          0.159       0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.216       0.        ]",0.2648
The Two Gentlemen of Verona,SPEED,"Sir Proteus, save you! Saw you my master?","[ 0.      0.      0.      0.      0.      0.948   0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.8865 -0.648
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.    ]",0.46499999999999997
The Two Gentlemen of Verona,JULIA,"But say, Lucetta, now we are alone, Wouldst thou then counsel me to fall in love?","[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.    -0.283  0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.659  0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.991  0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",0.20025
The Two Gentlemen of Verona,LUCETTA,"Ay, madam, so you stumble not unheedfully.","[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 -0.807  0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.313  0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",-0.14100000000000001
The Two Gentlemen of Verona,PANTHINO,"'Twas of his nephew Proteus, your son.","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.918 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.852
The Two Gentlemen of Verona,SILVIA,"Sir Valentine and servant, to you two thousand.","[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.    -0.896  0.     0.
  0.     0.     0.     0.     0.     0.867  0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",-0.025500000000000023
The Two Gentlemen of Verona,LAUNCE,"Nay, 'twill be this hour ere I have done weeping; all the kind of the Launces have this very fault. I have received my proportion, like the prodigious son, and am going with Sir Proteus to the Imperial's court. I think Crab, my dog, be the sourest-natured dog that lives: my mother weeping, my father wailing, my sister crying, our maid howling, our cat wringing her hands, and all our house in a great perplexity, yet did not this cruel-hearted cur shed one tear: he is a stone, a very pebble stone, and has no more pity in him than a dog: a Jew would have wept to have seen our parting; why, my grandam, having no eyes, look you, wept herself blind at my parting. Nay, I'll show you the manner of it. This shoe is my father: no, this left shoe is my father: no, no, this left shoe is my mother: nay, that cannot be so neither: yes, it is so, it is so, it hath the worser sole. This shoe, with the hole in it, is my mother, and this my father; a vengeance on't! there 'tis: now, sit, this staff is my sister, for, look you, she is as white as a lily and as small as a wand: this hat is Nan, our maid: I am the dog: no, the dog is himself, and I am the dog--Oh! the dog is me, and I am myself; ay, so, so. Now come I to my father; Father, your blessing: now should not the shoe speak a word for weeping: now should I kiss my father; well, he weeps on. Now come I to my mother: O, that she could speak now like a wood woman! Well, I kiss her; why, there 'tis; here's my mother's breath up and down. Now come I to my sister; mark the moan she makes. Now the dog all this while sheds not a tear nor speaks a word; but see how I lay the dust with my tears.","[-0.1875      0.224       0.          0.          0.          0.9365
  0.          0.          0.          0.          0.          0.606
  0.          0.          0.159       0.          0.         -0.28556
 -0.3295      0.          0.          0.          0.         -0.807
  0.          0.90475    -0.599       0.         -0.90122222  0.
  0.          0.          0.          0.         -0.5995      0.
  0.          0.          0.          0.          0.          0.
  0.92116667  0.         -0.8798      0.253       0.          0.
 -0.748       0.          0.          0.          0.91866667  0.
  0.         -0.637       0.          0.          0.          0.
  0.          0.          0.          0.205       0.        ]",-0.035731343283582094
The Two Gentlemen of Verona,THURIO,Seem you that you are not?,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0
The Two Gentlemen of Verona,DUKE,"Now, daughter Silvia, you are hard beset. Sir Valentine, your father's in good health: What say you to a letter from your friends Of much good news?","[ 0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.659   0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.     -0.582   0.      0.922   0.
  0.     -0.98    0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.     -0.1455  0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.    ]",0.3312222222222222
The Two Gentlemen of Verona,First Outlaw,"Fellows, stand fast; I see a passenger.","[0.    0.    0.    0.    0.    0.978 0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.886 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.8733333333333334
The Two Gentlemen of Verona,Second Outlaw,"If there be ten, shrink not, but down with 'em.","[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.    -0.9    0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.    -0.838  0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",-0.8260000000000001
The Two Gentlemen of Verona,Third Outlaw,"Stand, sir, and throw us that you have about ye: If not: we'll make you sit and rifle you.","[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.         -0.6
  0.          0.87266667  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]",0.50275
The Two Gentlemen of Verona,Host,"Now, my young guest, methinks you're allycholly: I pray you, why is it?","[ 0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.9215  0.
  0.     -0.974   0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.    ]",0.279
The Two Gentlemen of Verona,EGLAMOUR,"This is the hour that Madam Silvia Entreated me to call and know her mind: There's some great matter she'ld employ me in. Madam, madam!","[ 0.     0.     0.     0.     0.     0.999  0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.    -0.207  0.313  0.     0.     0.936  0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.911  0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.168  0.   ]",0.43149999999999994
The Two Gentlemen of Verona,Outlaws,"A prize, a prize, a prize!","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.892 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.892
Cymbeline,QUEEN,"No, be assured you shall not find me, daughter, After the slander of most stepmothers, Evil-eyed unto you: you're my prisoner, but Your gaoler shall deliver you the keys That lock up your restraint. For you, Posthumus, So soon as I can win the offended king, I will be known your advocate: marry, yet The fire of rage is in him, and 'twere good You lean'd unto his sentence with what patience Your wisdom may inform you.","[ 0.          0.          0.          0.          0.          0.906
  0.          0.          0.          0.         -0.999       0.659
  0.          0.          0.          0.         -0.912       0.
  0.          0.          0.          0.          0.          0.
  0.          0.934       0.          0.517      -0.63633333 -0.465
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.         -0.606       0.
  0.          0.         -0.955       0.          0.          0.
 -0.33333333  0.          0.          0.          0.          0.
  0.          0.          0.          0.         -0.31033333  0.802
  0.          0.          0.          0.329       0.        ]",0.04064999999999997
Cymbeline,POSTHUMUS LEONATUS,"Please your highness, I will from hence to-day.","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.882 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.272 0.   ]",0.5135
Cymbeline,IMOGEN,"O Dissembling courtesy! How fine this tyrant Can tickle where she wounds! My dearest husband, I something fear my father's wrath; but nothing-- Always reserved my holy duty--what His rage can do on me: you must be gone; And I shall here abide the hourly shot Of angry eyes, not comforted to live, But that there is this jewel in the world That I may see again.","[-0.234       0.27        0.          0.          0.          0.866
  0.          0.          0.          0.          0.          0.637
  0.          0.          0.          0.          0.         -0.14516667
  0.          0.          0.          0.          0.          0.
  0.          0.90333333  0.          0.          0.          0.
  0.          0.          0.          0.         -0.66        0.
  0.          0.          0.          0.          0.          0.
  0.965       0.          0.          0.246       0.          0.
 -0.87733333  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.793
  0.          0.          0.          0.2625      0.        ]",0.1285294117647059
Cymbeline,CYMBELINE,"Thou basest thing, avoid! hence, from my sight! If after this command thou fraught the court With thy unworthiness, thou diest: away! Thou'rt poison to my blood.","[-0.255    0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.      -0.1645   0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.      -0.929    0.       0.       0.
  0.      -0.24975 -0.8465   0.       0.       0.       0.       0.
  0.       0.       0.9225   0.      -0.995    0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.     ]",-0.36166666666666664
Cymbeline,PISANIO,My lord your son drew on my master.,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.9445 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.    ]",0.7829999999999999
Cymbeline,CLOTEN,"If my shirt were bloody, then to shift it. Have I hurt him?","[ 0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.     -0.7495
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.     -0.853   0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.    ]",-0.7839999999999999
Cymbeline,Lady,"The queen, madam, Desires your highness' company.","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.659
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.313 0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.261 0.   ]",0.33525000000000005
Cymbeline,IACHIMO,"Believe it, sir, I have seen him in Britain: he was then of a crescent note, expected to prove so worthy as since he hath been allowed the name of; but I could then have looked on him without the help of admiration, though the catalogue of his endowments had been tabled by his side and I to peruse him by items.","[-0.211   0.      0.      0.      0.      0.999   0.      0.      0.
  0.      0.      0.6345  0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.     -0.659   0.      0.8996  0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.856   0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.914   0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.    ]",0.6242499999999999
Cymbeline,PHILARIO,You speak of him when he was less furnished than now he is with that which makes him both without and within.,"[-0.2285  0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.9475  0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.    ]",0.31275
Cymbeline,Frenchman,I have seen him in France: we had very many there could behold the sun with as firm eyes as he.,"[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.972 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.221 0.   ]",0.543
Cymbeline,CORNELIUS,"Pleaseth your highness, ay: here they are, madam: But I beseech your grace, without offence,-- My conscience bids me ask--wherefore you have Commanded of me those most poisonous compounds, Which are the movers of a languishing death; But though slow, deadly?","[-0.375   0.      0.      0.      0.      0.933   0.      0.      0.
  0.      0.      0.659   0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.2615 -0.445   0.      0.     -0.565
  0.     -0.918   0.      0.      0.      0.      0.     -0.908   0.
  0.      0.      0.      0.      0.      0.      0.986   0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.272   0.    ]",-0.04833333333333334
Cymbeline,CAIUS LUCIUS,"When Julius Caesar, whose remembrance yet Lives in men's eyes and will to ears and tongues Be theme and hearing ever, was in this Britain And conquer'd it, Cassibelan, thine uncle,-- Famous in Caesar's praises, no whit less Than in his feats deserving it--for him And his succession granted Rome a tribute, Yearly three thousand pounds, which by thee lately Is left untender'd.","[-0.235   0.      0.      0.      0.      0.98    0.      0.      0.
  0.      0.      0.659   0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.9     0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.917   0.     -0.995
  0.19    0.      0.     -0.1874  0.      0.      0.      0.895   0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.    ]",0.4395333333333333
Cymbeline,BELARIUS,"A goodly day not to keep house, with such Whose roof's as low as ours! Stoop, boys; this gate Instructs you how to adore the heavens and bows you To a morning's holy office: the gates of monarchs Are arch'd so high that giants may jet through And keep their impious turbans on, without Good morrow to the sun. Hail, thou fair heaven! We house i' the rock, yet use thee not so hardly As prouder livers do.","[-0.211       0.329       0.          0.          0.          0.9335
  0.          0.          0.          0.          0.          0.659
  0.          0.          0.          0.          0.         -0.08585714
  0.          0.          0.          0.          0.         -0.855
  0.          0.9045      0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.         -0.862       0.          0.          0.
 -0.26        0.          0.          0.          0.          0.575
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.2645      0.        ]",0.2884285714285714
Cymbeline,GUIDERIUS,"Hail, heaven!","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.872 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.274 0.   ]",0.5055
Cymbeline,ARVIRAGUS,"Hail, heaven!","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.872 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.274 0.   ]",0.5055
Cymbeline,Attendant,"Please you, sir, Her chambers are all lock'd; and there's no answer That will be given to the loudest noise we make.","[ 0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.     -0.772   0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.8745  0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.     -0.232   0.      0.
  0.      0.     -0.225   0.      0.      0.      0.      0.      0.
  0.318   0.    ]",0.167
Cymbeline,First Tribune,Is Lucius general of the forces?,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.95   0.     0.    -0.834  0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",0.009500000000000008
Cymbeline,Soothsayer,"Last night the very gods show'd me a vision-- I fast and pray'd for their intelligence--thus: I saw Jove's bird, the Roman eagle, wing'd From the spongy south to this part of the west, There vanish'd in the sunbeams: which portends-- Unless my sins abuse my divination-- Success to the Roman host.","[-0.991       0.246       0.          0.          0.          0.92766667
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.927      -0.589       0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.958       0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.208       0.        ]",0.49973333333333336
Cymbeline,First Captain,Great Jupiter be praised! Lucius is taken. 'Tis thought the old man and his sons were angels.,"[-0.534  0.     0.     0.     0.     0.999  0.     0.     0.     0.
  0.     0.659  0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.859  0.     0.     0.     0.     0.    -0.948  0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.309  0.   ]",0.2021666666666667
Cymbeline,Second Captain,"There was a fourth man, in a silly habit, That gave the affront with them.","[-0.329  0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.829  0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.    -0.519  0.     0.
  0.     0.     0.     0.     0.   ]",0.006999999999999988
Cymbeline,Second Gaoler,"Ay, or a stomach.","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0
Cymbeline,Sicilius Leonatus,"No more, thou thunder-master, show Thy spite on mortal flies: With Mars fall out, with Juno chide, That thy adulteries Rates and revenges. Hath my poor boy done aught but well, Whose face I never saw? I died whilst in the womb he stay'd Attending nature's law: Whose father then, as men report Thou orphans' father art, Thou shouldst have been, and shielded him From this earth-vexing smart.","[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.         -0.204
  0.          0.          0.          0.          0.         -0.659
 -0.256       0.92128571 -0.39966667  0.         -0.907       0.
  0.          0.          0.         -0.246      -0.3665      0.
  0.          0.          0.          0.          0.          0.
  0.          0.         -0.87266667  0.          0.          0.
 -0.45833333  0.          0.          0.          0.837       0.
  0.          0.          0.          0.          0.          0.
 -0.956       0.          0.          0.214       0.        ]",-0.10595999999999997
Cymbeline,Mother,"Lucina lent not me her aid, But took me in my throes; That from me was Posthumus ript, Came crying 'mongst his foes, A thing of pity!","[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.159  0.     0.    -0.894 -0.659  0.
  0.     0.     0.     0.     0.     0.902  0.     0.    -0.934  0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.    -0.995  0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",-0.41400000000000003
Cymbeline,First Brother,"When once he was mature for man, In Britain where was he That could stand up his parallel; Or fruitful object be In eye of Imogen, that best Could deem his dignity?","[0.    0.    0.    0.    0.    0.935 0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.895 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.852857142857143
Cymbeline,Second Brother,"For this from stiller seats we came, Our parents and us twain, That striking in our country's cause Fell bravely and were slain, Our fealty and Tenantius' right With honour to maintain.","[ 0.          0.          0.          0.          0.          0.912
  0.          0.          0.          0.          0.          0.59
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
 -0.268       0.90233333 -0.503       0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.         -0.954       0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]",0.35177777777777774
Cymbeline,Jupiter,"No more, you petty spirits of region low, Offend our hearing; hush! How dare you ghosts Accuse the thunderer, whose bolt, you know, Sky-planted batters all rebelling coasts? Poor shadows of Elysium, hence, and rest Upon your never-withering banks of flowers: Be not with mortal accidents opprest; No care of yours it is; you know 'tis ours. Whom best I love I cross; to make my gift, The more delay'd, delighted. Be content; Your low-laid son our godhead will uplift: His comforts thrive, his trials well are spent. Our Jovial star reign'd at his birth, and in Our temple was he married. Rise, and fade. He shall be lord of lady Imogen, And happier much by his affliction made. This tablet lay upon his breast, wherein Our pleasure his full fortune doth confine: and so, away: no further with your din Express impatience, lest you stir up mine. Mount, eagle, to my palace crystalline.","[ 0.          0.          0.          0.          0.          1.
  0.          0.          0.          0.          0.          0.659
  0.          0.          0.          0.          0.         -0.3062
  0.          0.          0.          0.          0.33        0.
  0.          0.90116667 -0.2695      0.63685714 -0.8355      0.
  0.          0.          0.          0.         -0.6184      0.
  0.          0.          0.          0.          0.          0.
  0.902125    0.          0.          0.          0.          0.
 -0.22327273  0.          0.          0.          0.          0.659
  0.          0.         -0.224       0.         -0.1862      0.
  0.          0.          0.          0.2734      0.        ]",0.2276607142857143
